title,magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,2015-07-16,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",Barbados
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,2015-10-07,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",Solomon Islands
"M 6.5 - Bonin Islands, Japan region",6.5,2015-06-23,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",Japan
"M 7.8 - Bonin Islands, Japan region",7.8,2015-05-30,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,"Bonin Islands, Japan region",Japan
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,2015-05-29,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",USA
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,2015-05-22,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",Solomon Islands
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,2015-05-22,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",Solomon Islands
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,2015-05-20,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",Solomon Islands
"M 6.8 - 32 km SE of ?funato, Japan",6.8,2015-12-05,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"Funato, Japan",Japan
M 7.3 - Nepal,7.3,2015-12-05,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Nepal
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,2015-07-05,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,2015-05-05,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,2015-01-05,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,2015-04-30,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,2015-04-26,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,"Kodari, Nepal",Nepal
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,2015-04-25,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Nepal
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,2015-04-25,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Nepal
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,2015-04-17,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",Wallis and Futuna
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,2015-03-30,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",Tonga
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,2015-03-29,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",Papua New Guinea
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,2015-02-27,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",Indonesia
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,2015-02-16,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",Japan
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,2015-11-02,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",Argentina
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,2015-01-23,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",Vanuatu region
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,2015-07-01,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",Panama
"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,2014-08-12,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",Panama
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,2014-07-12,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",Papua New Guinea
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,2014-02-12,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",Philippines
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,2014-11-26,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",Indonesia
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,2014-11-21,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",Indonesia
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,2014-11-16,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",New Zealand region
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,2014-11-15,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",Indonesia
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2014-07-11,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",Papua New Guinea
M 7.1 - Fiji region,7.1,2014-01-11,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,Fiji region
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,2014-10-14,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipucá, El Salvador",El Salvador
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,2014-09-17,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",Guam
"M 6.8 - 38 km NW of Aniso, Peru",6.8,2014-08-24,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",Peru
M 6.9 - Federated States of Micronesia region,6.9,2014-03-08,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,Micronesia region
M 6.9 - Fiji region,6.9,2014-07-21,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,Fiji region
"M 6.5 - 139 km ESE of Namie, Japan",6.5,2014-11-07,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",Japan
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,2014-07-07,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,"Puerto Madero, Mexico",Mexico
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,2014-04-07,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,2014-06-29,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",Wallis and Futuna
M 6.9 - South Sandwich Islands region,6.9,2014-06-29,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,South Sandwich Islands region
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,2014-06-23,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",USA
"M 6.7 - Kermadec Islands, New Zealand",6.7,2014-06-23,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",New Zealand region
"M 6.5 - Kermadec Islands, New Zealand",6.5,2014-06-23,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",New Zealand region
"M 6.9 - Kermadec Islands, New Zealand",6.9,2014-06-23,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",New Zealand region
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,2014-05-24,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Greece
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,2014-05-13,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",Panama
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,2014-01-05,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",Vanuatu region
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,2014-04-24,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",Canada
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,2014-04-19,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",Papua New Guinea
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,2014-04-19,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,2014-04-18,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,"Coyuquilla Norte, Mexico",Mexico
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,2014-04-13,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,"Kirakira, Solomon Islands",Solomon Islands
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,2014-04-13,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,"Kirakira, Solomon Islands",Solomon Islands
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,2014-12-04,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",Solomon Islands
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,2014-11-04,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,"Belén, Nicaragua",Nicaragua
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,2014-11-04,0,6,green,1,650,us,0,3.787,16.0,mww,20.0,-6.7878,154.95,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,2014-11-04,0,7,green,1,776,us,0,3.729,21.0,mww,60.53,-6.5858,155.048,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.7 - 53 km SW of Iquique, Chile",7.7,2014-03-04,8,9,yellow,1,1057,us,0,1.029,44.0,mww,22.4,-20.5709,-70.4931,"Iquique, Chile",Chile
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,2014-03-04,7,7,green,0,670,us,0,0.828,82.0,mww,24.07,-20.3113,-70.5756,"Iquique, Chile",Chile
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,2014-01-04,0,5,green,0,732,us,0,0.828,119.0,mww,28.42,-19.8927,-70.9455,"Iquique, Chile",Chile
"M 8.2 - 93 km NW of Iquique, Chile",8.2,2014-01-04,9,8,yellow,1,1332,us,0,0.609,23.0,mww,25.0,-19.6097,-70.7691,"Iquique, Chile",Chile
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,2014-03-16,7,7,green,1,718,us,0,1.008,44.0,mww,20.0,-19.9807,-70.7022,"Iquique, Chile",Chile
"M 6.8 - 77 km WNW of Indianola, California",6.8,2014-10-03,5,5,green,1,1211,nc,112,0.6568,229.0,mw,16.441,40.8287,-125.134,"Indianola, California",USA
"M 6.5 - 109 km NW of Nago, Japan",6.5,2014-02-03,4,5,green,1,668,us,0,1.001,17.0,mww,119.0,27.4312,127.367,"Nago, Japan",Japan
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,2014-02-18,5,4,green,1,681,us,0,1.635,30.0,mww,14.83,14.6682,-58.9272,"Greenland, Barbados",Barbados
"M 6.9 - 272 km ESE of Hotan, China",6.9,2014-12-02,3,8,yellow,0,733,us,0,7.496,18.0,mww,10.0,35.9053,82.5864,"Hotan, China",CHINA
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,2014-07-02,0,5,green,1,650,us,0,0.409,20.0,mww,122.0,-15.0691,167.372,"Port-Olry, Vanuatu",Vanuatu region
M 6.5 - south of the Kermadec Islands,6.5,2014-02-02,0,3,green,1,650,us,0,3.651,22.0,mww,44.26,-32.9076,-177.881,the Kermadec Islands,New Zealand region
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,2014-01-01,0,4,green,1,650,us,0,3.997,14.0,mww,187.0,-13.8633,167.249,"Sola, Vanuatu",Vanuatu region
M 6.5 - Fiji region,6.5,2013-11-23,3,4,green,0,651,us,0,5.194,22.0,mww,371.0,-17.1171,-176.545,Fiji region,Fiji region
M 7.7 - Scotia Sea,7.7,2013-11-17,1,8,green,1,912,us,0,8.05,23.0,mww,10.0,-60.2738,-46.4011,Scotia Sea,UK
M 6.9 - Scotia Sea,6.9,2013-11-16,0,5,green,1,732,us,0,8.284,17.0,mww,9.97,-60.2627,-47.0621,Scotia Sea,UK
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,2013-10-31,6,7,green,1,723,us,0,0.636,31.0,mww,27.0,-30.2921,-71.5215,"Coquimbo, Chile",Chile
"M 7.1 - off the east coast of Honshu, Japan",7.1,2013-10-25,6,4,green,1,872,us,0,3.968,10.0,mww,35.0,37.1557,144.661,"off the east coast of Honshu, Japan",Japan
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,2013-10-19,8,5,green,1,692,us,0,1.98,44.0,mww,9.45,26.0913,-110.321,"Etchoropo, Mexico",Mexico
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,2013-10-16,0,6,green,1,711,us,0,5.79,9.0,mww,35.0,-6.4456,154.931,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,2013-10-15,9,8,orange,1,1092,us,0,3.144,12.0,mww,19.04,9.8796,124.117,"Sagbayan, Philippines",Philippines
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,2013-12-10,5,6,yellow,0,691,us,0,1.984,40.0,mww,40.0,35.5142,23.2523,"Kíssamos, Greece",Greece
M 6.7 - Sea of Okhotsk,6.7,2013-01-10,0,3,green,0,691,us,0,2.958,11.0,mww,573.0,53.1995,152.786,Okhotsk,Russia region
"M 6.5 - Kermadec Islands, New Zealand",6.5,2013-09-30,0,4,green,1,650,us,0,1.709,21.0,mww,41.54,-30.9255,-178.323,"Kermadec Islands, New Zealand",New Zealand region
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,2013-09-28,7,7,orange,0,1005,us,0,7.359,17.0,mww,12.0,27.1825,65.5052,"Khuzdar, Pakistan",Pakistan
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,2013-09-25,8,7,green,1,843,us,0,4.446,17.0,mww,40.0,-15.8385,-74.5112,"Atiquipa, Peru",Peru
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,2013-09-24,5,8,red,0,2015,us,0,7.241,17.0,mww,15.0,26.951,65.5009,"Bela, Pakistan",Pakistan
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,2013-04-09,0,6,green,1,650,us,0,0.735,24.0,mww,20.0,51.5573,-174.767,"Atka, Alaska",USA
"M 6.5 - Izu Islands, Japan region",6.5,2013-04-09,5,3,green,0,739,us,0,3.276,26.0,mww,402.0,29.9377,138.833,"Izu Islands, Japan region",Japan
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,2013-01-09,4,5,green,0,668,us,0,3.097,11.0,mww,112.0,-7.44,128.221,"Lospalos, Timor Leste",Indonesia
"M 7.0 - 101 km SW of Atka, Alaska",7.0,2013-08-30,5,6,green,0,758,us,0,0.624,53.0,mww,29.0,51.537,-175.23,"Atka, Alaska",USA
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,2013-08-16,9,7,yellow,1,690,us,0,0.0,0.0,mww,8.2,-41.734,174.152,"Blenheim, New Zealand",New Zealand region
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,2013-08-13,4,5,green,1,715,us,0,3.741,22.0,mww,12.0,5.7732,-78.1999,"Bahía Solano, Colombia",Colombia
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,2013-07-21,6,7,yellow,1,693,us,229,0.0,20.0,mww,17.0,-41.704,174.337,"Blenheim, New Zealand",New Zealand region
M 7.3 - South Sandwich Islands region,7.3,2013-07-15,0,6,green,1,820,us,398,0.0,43.0,mww,11.0,-60.857,-25.07,South Sandwich Islands region,UK
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,2013-07-07,4,6,green,0,674,us,139,0.0,14.0,mww,56.0,-6.029,149.706,"Kandrian, Papua New Guinea",Papua New Guinea
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,2013-07-07,0,4,green,1,820,us,117,0.0,24.0,mww,385.5,-3.917,153.927,"Kokopo, Papua New Guinea",Papua New Guinea
M 6.6 - northern Mid-Atlantic Ridge,6.6,2013-06-24,0,7,green,1,670,us,111,0.0,16.0,mww,10.0,10.701,-42.594,northern Mid-Atlantic Ridge,northern Mid-Atlantic Ridge
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,2013-06-15,5,6,green,1,679,us,698,0.0,27.0,mww,30.0,11.763,-86.926,"Masachapa, Nicaragua",Nicaragua
"M 6.7 - south of Java, Indonesia",6.7,2013-06-13,5,4,green,0,710,us,515,0.0,24.0,mww,9.0,-10.004,107.236,"Java, Indonesia",Indonesia
M 6.7 - Sea of Okhotsk,6.7,2013-05-24,0,3,green,1,691,us,217,0.0,25.2,mwb,624.0,52.235,151.444,Okhotsk,Russia region
M 8.3 - Sea of Okhotsk,8.3,2013-05-24,5,5,green,1,1115,us,385,0.0,10.0,mww,598.1,54.892,153.221,Okhotsk,Russia region
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,2013-05-23,0,6,green,1,842,us,626,0.0,16.0,mww,173.7,-23.009,-177.232,"Vaini, Tonga",Tonga
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,2013-05-14,0,3,green,0,711,us,131,0.0,18.0,mww,602.2,18.728,145.288,"Pagan region, Northern Mariana Islands",Northern Mariana Islands
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,2013-04-23,0,6,green,1,650,us,264,0.0,16.6,mww,10.0,-3.898,152.127,"Rabaul, Papua New Guinea",Papua New Guinea
"M 6.6 - 56 km WSW of Linqiong, China",6.6,2013-04-20,8,8,red,0,2083,us,548,0.0,12.6,mww,14.0,30.308,102.888,"Linqiong, China",CHINA
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,2013-04-19,5,7,green,1,804,us,770,0.0,10.1,mww,110.0,46.221,150.788,"Kuril’sk, Russia",Russia region
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,2013-04-16,7,7,green,1,672,us,445,0.0,11.0,mww,13.0,-3.214,142.542,"Aitape, Papua New Guinea",Papua New Guinea
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,2013-04-16,8,8,yellow,0,1421,us,506,0.0,26.6,mww,80.0,28.033,61.996,"Khash, Iran",Iran
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,2013-04-14,0,5,green,1,670,us,491,0.0,11.5,mww,31.0,-6.475,154.607,"Panguna, Papua New Guinea",Papua New Guinea
"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,2013-06-04,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,"Abepura, Indonesia",Indonesia
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,2013-10-03,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,"Finschhafen, Papua New Guinea",Papua New Guinea
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,2013-01-03,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,"Ozernovskiy, Russia",Russia region
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,2013-02-28,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,"Ozernovskiy, Russia",Russia region
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,2013-02-14,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,"Belaya Gora, Russia",Russia region
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,2013-09-02,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,"Lata, Solomon Islands",Solomon Islands
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,2013-09-02,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,"Yacuanquer, Colombia",Colombia
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,2013-08-02,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,"Lata, Solomon Islands",Solomon Islands
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,2013-08-02,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,"Lata, Solomon Islands",Solomon Islands
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,2013-07-02,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,"Lata, Solomon Islands",Solomon Islands
"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,2013-06-02,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",Solomon Islands
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,2013-06-02,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,"Lata, Solomon Islands",Solomon Islands
"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,2013-06-02,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,"Lata, Solomon Islands",Solomon Islands
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,2013-02-02,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,"Obihiro, Japan",Japan
"M 6.8 - 54 km N of Vallenar, Chile",6.8,2013-01-30,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,"Vallenar, Chile",Chile
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,2013-05-01,6,6,unknown,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",USA
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,2012-12-21,0,4,unknown,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,"Sola, Vanuatu",Vanuatu region
M 7.1 - Banda Sea,7.1,2012-10-12,5,5,unknown,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,Banda Sea,Indonesia
"M 7.3 - 234 km SE of ?funato, Japan",7.3,2012-07-12,6,5,unknown,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,"Funato, Japan",Japan
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,2012-11-11,4,5,unknown,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,"Champerico, Guatemala",Guatemala
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,2012-11-11,7,6,unknown,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Myanmar
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,2012-07-11,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"Champerico, Guatemala",Guatemala
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,2012-10-28,8,7,unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"Prince Rupert, Canada",Canada
M 6.5 - Costa Rica,6.5,2012-10-24,6,6,unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,Costa Rica
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,2012-12-10,3,5,unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"Tual, Indonesia",Indonesia
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,2012-09-30,7,6,unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"San Agustín, Colombia",Colombia
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,2012-05-09,8,7,unknown,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"Hojancha, Costa Rica",Costa Rica
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,2012-08-31,8,5,unknown,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,"Sulangan, Philippines",Philippines
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,2012-08-27,5,5,unknown,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"Puerto El Triunfo, El Salvador",El Salvador
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,2012-08-26,4,5,unknown,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",Indonesia
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,2012-08-14,7,4,unknown,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",Russia region
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,2012-07-28,5,6,unknown,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,2012-04-28,4,5,unknown,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",Tonga
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,2012-04-21,0,7,unknown,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"Manokwari, Indonesia",Indonesia
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,2012-04-17,6,5,unknown,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"Lae, Papua New Guinea",Papua New Guinea
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,2012-04-17,0,7,unknown,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"Hacienda La Calera, Chile",Chile
